num_crops,global_id,identity_key,label,true_label,camera,camera_id,scene,object_type,is_occluded,occluded_crop_ratio,start_frame,end_frame,example_crop_path,track_id,cluster_label,cluster_as_identity,cluster_purity,is_noise,is_misclustered
484,Person_0000,Lab_000__Person_0000,40,40,Camera_0000,1,Lab_000,Person,1,0.5991735537190083,0,6000,/pfs/data6/home/st/st_us-053000/st_st191959/DL-Lab/DataSet/MTMC_Tracking_2025_Preprocessed/val/Lab_000/crops/Person_0000/Camera_0000/Person_0000_Camera_0000_f000000_r000.jpg,None,0,Hospital_000__Person_0000,0.625,False,True
603,Person_0000,Lab_000__Person_0000,40,40,Camera_0001,2,Lab_000,Person,1,0.6666666666666666,0,6000,/pfs/data6/home/st/st_us-053000/st_st191959/DL-Lab/DataSet/MTMC_Tracking_2025_Preprocessed/val/Lab_000/crops/Person_0000/Camera_0001/Person_0000_Camera_0001_f000000_r000.jpg,None,0,Hospital_000__Person_0000,0.625,False,True
180,Person_0000,Lab_000__Person_0000,40,40,Camera_0002,3,Lab_000,Person,1,0.6666666666666666,1080,5880,/pfs/data6/home/st/st_us-053000/st_st191959/DL-Lab/DataSet/MTMC_Tracking_2025_Preprocessed/val/Lab_000/crops/Person_0000/Camera_0002/Person_0000_Camera_0002_f001080_r000.jpg,None,0,Hospital_000__Person_0000,0.625,False,True
322,Person_0000,Lab_000__Person_0000,40,40,Camera_0004,5,Lab_000,Person,1,0.6645962732919255,990,5970,/pfs/data6/home/st/st_us-053000/st_st191959/DL-Lab/DataSet/MTMC_Tracking_2025_Preprocessed/val/Lab_000/crops/Person_0000/Camera_0004/Person_0000_Camera_0004_f000990_r000.jpg,None,0,Hospital_000__Person_0000,0.625,False,True
297,Person_0000,Lab_000__Person_0000,40,40,Camera_0005,6,Lab_000,Person,1,0.5454545454545454,0,8910,/pfs/data6/home/st/st_us-053000/st_st191959/DL-Lab/DataSet/MTMC_Tracking_2025_Preprocessed/val/Lab_000/crops/Person_0000/Camera_0005/Person_0000_Camera_0005_f000000_r000.jpg,None,0,Hospital_000__Person_0000,0.625,False,True
588,Person_0000,Lab_000__Person_0000,40,40,Camera_0009,10,Lab_000,Person,1,0.6666666666666666,0,8970,/pfs/data6/home/st/st_us-053000/st_st191959/DL-Lab/DataSet/MTMC_Tracking_2025_Preprocessed/val/Lab_000/crops/Person_0000/Camera_0009/Person_0000_Camera_0009_f000000_r000.jpg,None,0,Hospital_000__Person_0000,0.625,False,True
900,Person_0001,Lab_000__Person_0001,41,41,Camera_0001,2,Lab_000,Person,1,0.6666666666666666,0,8970,/pfs/data6/home/st/st_us-053000/st_st191959/DL-Lab/DataSet/MTMC_Tracking_2025_Preprocessed/val/Lab_000/crops/Person_0001/Camera_0001/Person_0001_Camera_0001_f000000_r002.jpg,None,47,Hospital_000__Person_0037,0.5,False,True
66,Person_0001,Lab_000__Person_0001,41,41,Camera_0004,5,Lab_000,Person,1,0.6666666666666666,0,3750,/pfs/data6/home/st/st_us-053000/st_st191959/DL-Lab/DataSet/MTMC_Tracking_2025_Preprocessed/val/Lab_000/crops/Person_0001/Camera_0004/Person_0001_Camera_0004_f000000_r001.jpg,None,47,Hospital_000__Person_0037,0.5,False,True
900,Forklift_0183,Warehouse_015__Forklift_0183,44,44,Camera_01,11,Warehouse_015,Forklift,1,0.6666666666666666,0,8970,/pfs/data6/home/st/st_us-053000/st_st191959/DL-Lab/DataSet/MTMC_Tracking_2025_Preprocessed/val/Warehouse_015/crops/Forklift_0183/Camera_01/Forklift_0183_Camera_01_f000000_r001.jpg,None,52,Warehouse_015__Forklift_0182,0.5555555555555556,False,True
900,Forklift_0183,Warehouse_015__Forklift_0183,44,44,Camera_03,13,Warehouse_015,Forklift,1,0.6666666666666666,0,8970,/pfs/data6/home/st/st_us-053000/st_st191959/DL-Lab/DataSet/MTMC_Tracking_2025_Preprocessed/val/Warehouse_015/crops/Forklift_0183/Camera_03/Forklift_0183_Camera_03_f000000_r001.jpg,None,52,Warehouse_015__Forklift_0182,0.5555555555555556,False,True
900,Forklift_0183,Warehouse_015__Forklift_0183,44,44,Camera_05,15,Warehouse_015,Forklift,1,0.6666666666666666,0,8970,/pfs/data6/home/st/st_us-053000/st_st191959/DL-Lab/DataSet/MTMC_Tracking_2025_Preprocessed/val/Warehouse_015/crops/Forklift_0183/Camera_05/Forklift_0183_Camera_05_f000000_r000.jpg,None,52,Warehouse_015__Forklift_0182,0.5555555555555556,False,True
900,Forklift_0183,Warehouse_015__Forklift_0183,44,44,Camera_07,17,Warehouse_015,Forklift,1,0.6666666666666666,0,8970,/pfs/data6/home/st/st_us-053000/st_st191959/DL-Lab/DataSet/MTMC_Tracking_2025_Preprocessed/val/Warehouse_015/crops/Forklift_0183/Camera_07/Forklift_0183_Camera_07_f000000_r000.jpg,None,52,Warehouse_015__Forklift_0182,0.5555555555555556,False,True
559,Person_0013,Warehouse_015__Person_0013,58,58,Camera_01,11,Warehouse_015,Person,1,0.6511627906976745,0,8970,/pfs/data6/home/st/st_us-053000/st_st191959/DL-Lab/DataSet/MTMC_Tracking_2025_Preprocessed/val/Warehouse_015/crops/Person_0013/Camera_01/Person_0013_Camera_01_f000000_r025.jpg,None,65,Warehouse_015__Person_0012,0.5294117647058824,False,True
378,Person_0013,Warehouse_015__Person_0013,58,58,Camera_02,12,Warehouse_015,Person,1,0.6666666666666666,1170,8970,/pfs/data6/home/st/st_us-053000/st_st191959/DL-Lab/DataSet/MTMC_Tracking_2025_Preprocessed/val/Warehouse_015/crops/Person_0013/Camera_02/Person_0013_Camera_02_f001170_r008.jpg,None,65,Warehouse_015__Person_0012,0.5294117647058824,False,True
240,Person_0013,Warehouse_015__Person_0013,58,58,Camera_03,13,Warehouse_015,Person,1,0.6583333333333333,90,8160,/pfs/data6/home/st/st_us-053000/st_st191959/DL-Lab/DataSet/MTMC_Tracking_2025_Preprocessed/val/Warehouse_015/crops/Person_0013/Camera_03/Person_0013_Camera_03_f000090_r019.jpg,None,65,Warehouse_015__Person_0012,0.5294117647058824,False,True
615,Person_0013,Warehouse_015__Person_0013,58,58,Camera_05,15,Warehouse_015,Person,1,0.6666666666666666,0,8610,/pfs/data6/home/st/st_us-053000/st_st191959/DL-Lab/DataSet/MTMC_Tracking_2025_Preprocessed/val/Warehouse_015/crops/Person_0013/Camera_05/Person_0013_Camera_05_f000000_r013.jpg,None,65,Warehouse_015__Person_0012,0.5294117647058824,False,True
201,Person_0013,Warehouse_015__Person_0013,58,58,Camera_06,16,Warehouse_015,Person,1,0.6666666666666666,0,4800,/pfs/data6/home/st/st_us-053000/st_st191959/DL-Lab/DataSet/MTMC_Tracking_2025_Preprocessed/val/Warehouse_015/crops/Person_0013/Camera_06/Person_0013_Camera_06_f000000_r007.jpg,None,65,Warehouse_015__Person_0012,0.5294117647058824,False,True
197,Person_0013,Warehouse_015__Person_0013,58,58,Camera_08,18,Warehouse_015,Person,1,0.6091370558375635,6180,8940,/pfs/data6/home/st/st_us-053000/st_st191959/DL-Lab/DataSet/MTMC_Tracking_2025_Preprocessed/val/Warehouse_015/crops/Person_0013/Camera_08/Person_0013_Camera_08_f006180_r013.jpg,None,65,Warehouse_015__Person_0012,0.5294117647058824,False,True
