identity_key,num_clusters_for_id,assigned_count,noise_count,is_fragmented
Hospital_000__Person_0017,3,11,0,True
Hospital_000__Person_0013,2,12,4,True
Warehouse_015__Person_0220,2,6,4,True
Hospital_000__Person_0021,2,12,2,True
Hospital_000__Person_0003,2,15,1,True
Warehouse_015__Person_0221,2,11,0,True
Warehouse_016__Person_0699,2,11,0,True
Hospital_000__Person_0005,2,9,0,True
Hospital_000__Person_0012,1,8,5,False
Warehouse_016__Person_0351,1,6,4,False
Hospital_000__Person_0033,1,16,3,False
Hospital_000__Person_0007,1,13,3,False
Hospital_000__Person_0035,1,13,3,False
Hospital_000__Person_0039,1,13,3,False
Hospital_000__Person_0029,1,11,3,False
Warehouse_015__Person_0174,1,9,3,False
Warehouse_015__Person_0197,1,8,3,False
Warehouse_015__Person_0170,1,7,3,False
Warehouse_015__Person_0222,1,4,3,False
Hospital_000__Person_0015,1,21,2,False
Hospital_000__Person_0004,1,11,2,False
Warehouse_015__Person_0217,1,11,2,False
Warehouse_015__Person_0008,1,10,2,False
Warehouse_015__Person_0171,1,10,2,False
Warehouse_015__Person_0006,1,9,2,False
Warehouse_015__Person_0191,1,9,2,False
Lab_000__Person_0001,1,8,2,False
Warehouse_015__Person_0013,1,8,2,False
Warehouse_015__Person_0216,1,8,2,False
Warehouse_015__Person_0178,1,6,2,False
Warehouse_015__Person_0184,1,5,2,False
Warehouse_015__Person_0200,1,4,2,False
Hospital_000__Person_0038,1,18,1,False
Hospital_000__Person_0002,1,16,1,False
Hospital_000__Person_0018,1,16,1,False
Hospital_000__Person_0023,1,16,1,False
Hospital_000__Person_0019,1,15,1,False
Hospital_000__Person_0027,1,13,1,False
Hospital_000__Person_0028,1,13,1,False
Hospital_000__Person_0001,1,12,1,False
Hospital_000__Person_0026,1,12,1,False
Warehouse_015__Person_0168,1,12,1,False
Warehouse_015__Person_0003,1,11,1,False
Warehouse_015__Person_0175,1,11,1,False
Warehouse_015__Person_0201,1,11,1,False
Warehouse_015__Person_0202,1,11,1,False
Warehouse_016__FourierGR1T2_0626,1,11,1,False
Hospital_000__Person_0030,1,10,1,False
Warehouse_015__Person_0005,1,10,1,False
Warehouse_015__Person_0173,1,10,1,False
Warehouse_015__Person_0193,1,10,1,False
Warehouse_015__Person_0235,1,10,1,False
Lab_000__Person_0000,1,9,1,False
Lab_000__Person_0002,1,9,1,False
Warehouse_015__Person_0194,1,9,1,False
Warehouse_015__Person_0239,1,9,1,False
Warehouse_015__Person_0166,1,8,1,False
Warehouse_015__Person_0187,1,8,1,False
Warehouse_015__Person_0189,1,8,1,False
Warehouse_015__Person_0195,1,7,1,False
Hospital_000__Person_0008,1,18,0,False
Hospital_000__Person_0020,1,16,0,False
Hospital_000__Person_0025,1,16,0,False
Hospital_000__Person_0034,1,16,0,False
Hospital_000__Person_0009,1,15,0,False
Hospital_000__Person_0036,1,15,0,False
Hospital_000__Person_0000,1,14,0,False
Hospital_000__Person_0006,1,13,0,False
Hospital_000__Person_0010,1,13,0,False
Hospital_000__Person_0011,1,13,0,False
Hospital_000__Person_0016,1,13,0,False
Hospital_000__Person_0022,1,13,0,False
Hospital_000__Person_0031,1,13,0,False
Warehouse_015__Person_0002,1,13,0,False
Warehouse_015__Person_0190,1,13,0,False
Warehouse_015__Person_0215,1,13,0,False
Hospital_000__Person_0014,1,12,0,False
Hospital_000__Person_0032,1,12,0,False
Warehouse_015__Person_0015,1,12,0,False
Warehouse_015__Person_0017,1,12,0,False
Warehouse_015__Person_0169,1,12,0,False
Warehouse_015__Person_0172,1,12,0,False
Warehouse_015__Person_0177,1,12,0,False
Warehouse_015__Person_0231,1,12,0,False
Warehouse_015__Person_0234,1,12,0,False
Warehouse_016__FourierGR1T2_0352,1,12,0,False
Warehouse_016__Person_0182,1,12,0,False
Warehouse_016__Person_0350,1,12,0,False
Warehouse_016__Person_0625,1,12,0,False
Warehouse_015__Person_0000,1,11,0,False
Warehouse_015__Person_0004,1,11,0,False
Warehouse_015__Person_0009,1,11,0,False
Warehouse_015__Person_0011,1,11,0,False
Warehouse_015__Person_0016,1,11,0,False
Warehouse_015__Person_0185,1,11,0,False
Warehouse_015__Person_0196,1,11,0,False
