num_crops,global_id,identity_key,label,true_label,camera,camera_id,scene,object_type,is_occluded,occluded_crop_ratio,start_frame,end_frame,example_crop_path,track_id,cluster_label,cluster_as_identity,cluster_purity,is_noise,is_misclustered
1,Person_0003,Hospital_000__Person_0003,3,3,Camera_23,33,Hospital_000,Person,0,0.0,2760,2760,/pfs/data6/home/st/st_us-053000/st_st191959/DL-Lab/DataSet/MTMC_Tracking_2025_Preprocessed/val/Hospital_000/crops/Person_0003/Camera_23/Person_0003_Camera_23_f002760_r002.jpg,None,49,Hospital_000__Person_0011,0.9285714285714286,False,True
47,Person_0013,Hospital_000__Person_0013,13,13,Camera_08,18,Hospital_000,Person,1,0.2978723404255319,2430,8130,/pfs/data6/home/st/st_us-053000/st_st191959/DL-Lab/DataSet/MTMC_Tracking_2025_Preprocessed/val/Hospital_000/crops/Person_0013/Camera_08/Person_0013_Camera_08_f002430_r001.jpg,None,95,Warehouse_015__Person_0180,0.8333333333333334,False,True
26,Person_0013,Hospital_000__Person_0013,13,13,Camera_27,37,Hospital_000,Person,0,0.0,2370,8160,/pfs/data6/home/st/st_us-053000/st_st191959/DL-Lab/DataSet/MTMC_Tracking_2025_Preprocessed/val/Hospital_000/crops/Person_0013/Camera_27/Person_0013_Camera_27_f002370_r003.jpg,None,95,Warehouse_015__Person_0180,0.8333333333333334,False,True
72,Person_0017,Hospital_000__Person_0017,17,17,Camera_10,20,Hospital_000,Person,1,0.6666666666666666,2280,8430,/pfs/data6/home/st/st_us-053000/st_st191959/DL-Lab/DataSet/MTMC_Tracking_2025_Preprocessed/val/Hospital_000/crops/Person_0017/Camera_10/Person_0017_Camera_10_f002280_r003.jpg,None,62,Warehouse_015__Person_0202,0.9166666666666666,False,True
1,Person_0021,Hospital_000__Person_0021,21,21,Camera_04,14,Hospital_000,Person,0,0.0,7680,7680,/pfs/data6/home/st/st_us-053000/st_st191959/DL-Lab/DataSet/MTMC_Tracking_2025_Preprocessed/val/Hospital_000/crops/Person_0021/Camera_04/Person_0021_Camera_04_f007680_r003.jpg,None,87,Hospital_000__Person_0009,0.9375,False,True
296,Person_0037,Hospital_000__Person_0037,37,37,Camera_01,11,Hospital_000,Person,1,0.6554054054054054,0,7680,/pfs/data6/home/st/st_us-053000/st_st191959/DL-Lab/DataSet/MTMC_Tracking_2025_Preprocessed/val/Hospital_000/crops/Person_0037/Camera_01/Person_0037_Camera_01_f000000_r002.jpg,None,91,Lab_000__Person_0001,0.6666666666666666,False,True
357,Person_0037,Hospital_000__Person_0037,37,37,Camera_11,21,Hospital_000,Person,1,0.6666666666666666,0,8970,/pfs/data6/home/st/st_us-053000/st_st191959/DL-Lab/DataSet/MTMC_Tracking_2025_Preprocessed/val/Hospital_000/crops/Person_0037/Camera_11/Person_0037_Camera_11_f000000_r001.jpg,None,91,Lab_000__Person_0001,0.6666666666666666,False,True
379,Person_0037,Hospital_000__Person_0037,37,37,Camera_14,24,Hospital_000,Person,1,0.6437994722955145,0,8880,/pfs/data6/home/st/st_us-053000/st_st191959/DL-Lab/DataSet/MTMC_Tracking_2025_Preprocessed/val/Hospital_000/crops/Person_0037/Camera_14/Person_0037_Camera_14_f000000_r001.jpg,None,91,Lab_000__Person_0001,0.6666666666666666,False,True
395,Person_0037,Hospital_000__Person_0037,37,37,Camera_15,25,Hospital_000,Person,1,0.6632911392405063,1260,8790,/pfs/data6/home/st/st_us-053000/st_st191959/DL-Lab/DataSet/MTMC_Tracking_2025_Preprocessed/val/Hospital_000/crops/Person_0037/Camera_15/Person_0037_Camera_15_f001260_r000.jpg,None,91,Lab_000__Person_0001,0.6666666666666666,False,True
484,Person_0000,Lab_000__Person_0000,40,40,Camera_0000,1,Lab_000,Person,1,0.5991735537190083,0,6000,/pfs/data6/home/st/st_us-053000/st_st191959/DL-Lab/DataSet/MTMC_Tracking_2025_Preprocessed/val/Lab_000/crops/Person_0000/Camera_0000/Person_0000_Camera_0000_f000000_r000.jpg,None,32,Hospital_000__Person_0000,0.6086956521739131,False,True
603,Person_0000,Lab_000__Person_0000,40,40,Camera_0001,2,Lab_000,Person,1,0.6666666666666666,0,6000,/pfs/data6/home/st/st_us-053000/st_st191959/DL-Lab/DataSet/MTMC_Tracking_2025_Preprocessed/val/Lab_000/crops/Person_0000/Camera_0001/Person_0000_Camera_0001_f000000_r000.jpg,None,32,Hospital_000__Person_0000,0.6086956521739131,False,True
