num_crops,global_id,identity_key,label,true_label,camera,camera_id,scene,object_type,is_occluded,occluded_crop_ratio,start_frame,end_frame,example_crop_path,track_id,cluster_label,cluster_as_identity,cluster_purity,is_noise,is_misclustered
3,Person_0000,Hospital_000__Person_0000,0,0,Camera_04,14,Hospital_000,Person,0,0.0,270,5850,/pfs/data6/home/st/st_us-053000/st_st191959/DL-Lab/DataSet/MTMC_Tracking_2025_Preprocessed/val/Hospital_000/crops/Person_0000/Camera_04/Person_0000_Camera_04_f000270_r003.jpg,None,-1,NOISE,0.0,True,False
291,Person_0000,Hospital_000__Person_0000,0,0,Camera_08,18,Hospital_000,Person,1,0.4329896907216495,270,8970,/pfs/data6/home/st/st_us-053000/st_st191959/DL-Lab/DataSet/MTMC_Tracking_2025_Preprocessed/val/Hospital_000/crops/Person_0000/Camera_08/Person_0000_Camera_08_f000270_r003.jpg,None,-1,NOISE,0.0,True,False
11,Person_0000,Hospital_000__Person_0000,0,0,Camera_20,30,Hospital_000,Person,1,0.5454545454545454,1020,4230,/pfs/data6/home/st/st_us-053000/st_st191959/DL-Lab/DataSet/MTMC_Tracking_2025_Preprocessed/val/Hospital_000/crops/Person_0000/Camera_20/Person_0000_Camera_20_f001020_r003.jpg,None,-1,NOISE,0.0,True,False
2,Person_0000,Hospital_000__Person_0000,0,0,Camera_23,33,Hospital_000,Person,0,0.0,3660,4200,/pfs/data6/home/st/st_us-053000/st_st191959/DL-Lab/DataSet/MTMC_Tracking_2025_Preprocessed/val/Hospital_000/crops/Person_0000/Camera_23/Person_0000_Camera_23_f003660_r006.jpg,None,-1,NOISE,0.0,True,False
57,Person_0000,Hospital_000__Person_0000,0,0,Camera_31,41,Hospital_000,Person,1,0.6666666666666666,0,4140,/pfs/data6/home/st/st_us-053000/st_st191959/DL-Lab/DataSet/MTMC_Tracking_2025_Preprocessed/val/Hospital_000/crops/Person_0000/Camera_31/Person_0000_Camera_31_f000000_r002.jpg,None,-1,NOISE,0.0,True,False
1,Person_0001,Hospital_000__Person_0001,1,1,Camera_03,13,Hospital_000,Person,0,0.0,6720,6720,/pfs/data6/home/st/st_us-053000/st_st191959/DL-Lab/DataSet/MTMC_Tracking_2025_Preprocessed/val/Hospital_000/crops/Person_0001/Camera_03/Person_0001_Camera_03_f006720_r005.jpg,None,-1,NOISE,0.0,True,False
325,Person_0001,Hospital_000__Person_0001,1,1,Camera_04,14,Hospital_000,Person,1,0.6646153846153846,150,8970,/pfs/data6/home/st/st_us-053000/st_st191959/DL-Lab/DataSet/MTMC_Tracking_2025_Preprocessed/val/Hospital_000/crops/Person_0001/Camera_04/Person_0001_Camera_04_f000150_r002.jpg,None,-1,NOISE,0.0,True,False
8,Person_0001,Hospital_000__Person_0001,1,1,Camera_19,29,Hospital_000,Person,0,0.0,4800,8850,/pfs/data6/home/st/st_us-053000/st_st191959/DL-Lab/DataSet/MTMC_Tracking_2025_Preprocessed/val/Hospital_000/crops/Person_0001/Camera_19/Person_0001_Camera_19_f004800_r002.jpg,None,-1,NOISE,0.0,True,False
275,Person_0001,Hospital_000__Person_0001,1,1,Camera_23,33,Hospital_000,Person,1,0.6545454545454545,0,6750,/pfs/data6/home/st/st_us-053000/st_st191959/DL-Lab/DataSet/MTMC_Tracking_2025_Preprocessed/val/Hospital_000/crops/Person_0001/Camera_23/Person_0001_Camera_23_f000000_r004.jpg,None,-1,NOISE,0.0,True,False
7,Person_0001,Hospital_000__Person_0001,1,1,Camera_24,34,Hospital_000,Person,0,0.0,420,6720,/pfs/data6/home/st/st_us-053000/st_st191959/DL-Lab/DataSet/MTMC_Tracking_2025_Preprocessed/val/Hospital_000/crops/Person_0001/Camera_24/Person_0001_Camera_24_f000420_r008.jpg,None,-1,NOISE,0.0,True,False
69,Person_0001,Hospital_000__Person_0001,1,1,Camera_30,40,Hospital_000,Person,1,0.6666666666666666,5670,6630,/pfs/data6/home/st/st_us-053000/st_st191959/DL-Lab/DataSet/MTMC_Tracking_2025_Preprocessed/val/Hospital_000/crops/Person_0001/Camera_30/Person_0001_Camera_30_f005670_r002.jpg,None,-1,NOISE,0.0,True,False
12,Person_0002,Hospital_000__Person_0002,2,2,Camera,0,Hospital_000,Person,1,0.6666666666666666,0,90,/pfs/data6/home/st/st_us-053000/st_st191959/DL-Lab/DataSet/MTMC_Tracking_2025_Preprocessed/val/Hospital_000/crops/Person_0002/Camera/Person_0002_Camera_f000000_r000.jpg,None,-1,NOISE,0.0,True,False
303,Person_0002,Hospital_000__Person_0002,2,2,Camera_04,14,Hospital_000,Person,1,0.5478547854785478,480,8970,/pfs/data6/home/st/st_us-053000/st_st191959/DL-Lab/DataSet/MTMC_Tracking_2025_Preprocessed/val/Hospital_000/crops/Person_0002/Camera_04/Person_0002_Camera_04_f000480_r000.jpg,None,-1,NOISE,0.0,True,False
178,Person_0002,Hospital_000__Person_0002,2,2,Camera_05,15,Hospital_000,Person,1,0.5617977528089888,3780,8850,/pfs/data6/home/st/st_us-053000/st_st191959/DL-Lab/DataSet/MTMC_Tracking_2025_Preprocessed/val/Hospital_000/crops/Person_0002/Camera_05/Person_0002_Camera_05_f003780_r000.jpg,None,-1,NOISE,0.0,True,False
426,Person_0002,Hospital_000__Person_0002,2,2,Camera_18,28,Hospital_000,Person,1,0.6666666666666666,780,8760,/pfs/data6/home/st/st_us-053000/st_st191959/DL-Lab/DataSet/MTMC_Tracking_2025_Preprocessed/val/Hospital_000/crops/Person_0002/Camera_18/Person_0002_Camera_18_f000780_r000.jpg,None,-1,NOISE,0.0,True,False
